"Type","Question","Field","Year","Value","Label","Reversed"
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1july",2025,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1july",2025,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1july",2025,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1july",2025,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1June",2002,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1June",2012,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1June",2018,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1june",2025,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Mar",2002,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Mar",2012,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Mar",2018,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1mar",2025,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1May",2002,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1May",2012,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1May",2018,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1may",2025,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Oct",2002,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Oct",2012,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Oct",2018,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1oct",2025,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2002.","C1Sept",2002,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2012.","C1Sept",2012,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,1,"Did not fish",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,6,"5 Days",FALSE
