ID,A1_2025,A2,A3_2025,A11,A12,A5,A13,A13a,A4pond,A4lr,A4sand,A4mo,A4plat,A4riv,A6bank,A6wade,A6boat,A6kayak,A6tube,A6craft,A6ice,A6othr,A7rod,A7fly,A7snag,A7sp,A7uw,A7arch,A7set,A7othr,Q11,A14pub,A14priv,A8,A9,A10,Q16,E7,Q18a,Q18b,Q18c,D4oga,D4tr,D4lrp,D4rsc,B1_2025,D4a_2025,D4b_2025,D4c_2025,D4d_2025,D4e_2025,D4f_2025,D4g_2025,D4h_2025,D4i_2025,D4j_2025,D4k_2025,D4l_2025,D4m_2025,C1jan_2025,C1feb_2025,C1mar_2025,C1apr_2025,C1may_2025,C1june_2025,C1july_2025,C1aug_2025,C1sept_2025,C1oct_2025,Q23_1,Q23_2,Q23_3,B2stb_no,B2stb_lrp,B2stb_rsc,B2wpr_no,B2wpr_lrp,B2wpr_rsc,B2whb_no,B2whb_lrp,B2whb_rsc,B2lmb_no,B2lmb_lrp,B2lmb_rsc,B2smb_no,B2smb_lrp,B2smb_rsc,B2sun_no,B2sun_lrp,B2sun_rsc,B2crp_no,B2crp_lrp,B2crp_rsc,B2ywp_no,B2ywp_lrp,B2ywp_rsc,B2wae_no,B2wae_lrp,B2wae_rsc,B2ntp_no,B2ntp_lrp,B2ntp_rsc,B2musk_no,B2musk_lrp,B2musk_rsc,B2ccf_no,B2ccf_lrp,B2ccf_rsc,B2bcf_no,B2bcf_lrp,B2bcf_rsc,B2fcf_no,B2fcf_lrp,B2fcf_rsc,B2bh_no,B2bh_lrp,B2bh_rsc,B2fwd_no,B2fwd_lrp,B2fwd_rsc,B2stur_no,B2stur_lrp,B2stur_rsc,B2carp_no,B2carp_lrp,B2carp_rsc,B2aCarp_no_2025,B2aCarp_lrp_2025,B2aCarp_rsc_2025,B2rbt_no,B2rbt_lrp,B2rbt_rsc,B2pdf_no,B2pdf_lrp,B2pdf_rsc,B2oth_no,B2oth_lrp,B2oth_rsc,B2any_no,B2any_lrp,B2any_rsc,B3stb,B3wpr,B3whb,B3lmb,B3smb,B3sun,B3crp,B3ywp,B3wae,B3ntp,B3musk,B3ccf,B3bcf,B3fcf,B3bh,B3fwd,B3stur,B3carp,B3aCarp_2025,B3rbt,B3pdf,B3oth,B3any,Q26,Q27,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,C2a,C2b,C2c,C2d,C2e,C2f,C2g,C2h,C2i,C2j,C2k,C2l,C2m,C2n,C2o,C2p,C2q,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q31_11,Q31_12,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E1i,E1j,E1k,E1l,E1m,E1n,E1o,E1p,E2,Q34,Age,E8,F2,F3,Q38,mode,Source,Condition
351166,7,1, ,1,2,1, ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,4,1,1,2,1, , ,1,2,2,2,2,23, , , , , , , , , , , , , , , , , , , , , , , ,1,6,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1, , ,5,5, ,5,4, ,4, , ,4, , , , , , , , , , ,4,2, , , , , , , ,2,3,3,3,4,4,1,2,1,3,3,1,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,1959,67,68978, , , ,1,1,2
351514,7,1, ,2, ,2, ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,1,4,2,1,0,0,1,2,2,2,2,9,2,2,4,4,2,4,4,1,3,3,2,2,2,12,12,12,12,12,5,2,3,12,12,5,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , ,1, , , , , , , , , , , , , , ,2, , , , , , , ,3,4,3,2,2,2,2,2,1,2,4,4,1,1,1,1,2,4,5,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1
352009,7,2,1, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,3,4,3,3,3,2,1,2,2,2,3,1,3,3,3,4,4,3,4,3,4,4,4,4,3,4,4,3,3,4,3,4,3,4,3,4,3,2,3,2,4,4,4,2,1952,74,68822, , , ,2,8,1
352199, ,1, ,1,1,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,5,5,1,1,2, , ,1,2,2,2,2, ,5,1,5,5,1,4,1,3,3,3,3,3,3, , , ,5,6,6,6,5,5,3,4,4,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,4,4,4,4,4,4,3,5,1,5,1,4,5,2,3,3,5,5,5,5,5,2,1,3,4,5,5,5,3,5,5,3,1,1,5,1,5,1,5,5,5,5,3,1,2,2,1958,68,68930,The pepole,Make them throw them back,NO free fishing days Limit the numbers that you keep Triple all fines for being over limit Treat all tournaments like they do on TV amedit Relays .vot to any dock an . you find 40% Floating in the coves the .next day,2,8,2
353415,24,1, ,1,1,2, ,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1, ,5,5,1,2,2, , ,1,2,2,2,2, ,4,3,3,3,3,4,3,3,4,4,1,1,3,6,6,3,8,8,9,9,8,9,7,2,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , , , ,4,4, ,4, , ,3,5,4,4, , ,4, , , , , ,1,8,1,4,1,1,4,1,5,5,5,4,5,5,4,5,2,5,3,4,4,5,4,5,5,5,4,3,3,3,3,3,4,5,3,3,3,4,3,3,1,3,4,1,3,4,3,4,3,5,3,3,3,2,1959,67,68445,The challenge of fishing the Missouri River,You should Be able to use minnow's where ever you fish in the lake's, ,2,8,1
353744,7,1, ,1,2,1, ,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,1,6,3,4,1,1, , ,1,2,2,2,2, ,2,4,3,5,2,4,4,4,4,2,4,4,4,7,7,12,12,12,6,5, ,6,12,5,5,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4, , , ,4, , , , ,4,4,4, , , , , , , , , ,1,20,2,2,2,2,2,2,4,2,3,4,3,4,3,2,1,3,4,2,2,2,3,2,2,3,3,4,3,3,4,2,4,2,4,4,3,3,4,4,2,4,3,4,3,4,3,1,1,3,4,4,3,2,1984,42,68465,I like to White bass fish., , ,2,8,1
354265,4,1, ,2, ,2, ,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,3,2,2,2,1, , ,1,2,2,2,2,14,4,2,5,3,4,3,3,2,4,4,4,4,3,12,12,2,5,7,6, ,6,6,12,3,4,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , ,3, ,4, , , , , ,3,3,3, , , , , , , , , ,2, , , , , , , ,4,4,5,3,4,5,5,4,1,3,4,4,4,1,4,4,5,3,2,4,2,2,4,3,5,3,4,5,5,4,5,4,3,5,5,5,5,4,4,4,5,3,4,3,3,2,1972,54,68318,Being out by the water,Stocking of fish in lakes,Some State lakes are a lot nicer and better taken care of than others after going to some that aren't it's like this place is not worth buying a permit to go into because it's not well taken care of . Thank you,1,7,1
355760,4,1, ,1,2,1, ,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,2,2,1, , ,1,2,2,2,2,23, , , , , , , , , , , , , ,12,12,12,3,4,2,3,3,4,12, , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , ,5,2, , , , , , , ,5,5,5,5,5,5,1,1,1,5,1,5,5,1,5,3,5,5,5,4,3,3,3,2,2,1,3,5,4,2,4,3,4, ,3,2,4, ,5,2,3,1,4,3,5,1,1963,63,68048,"If I catch fish other than Small Sunfish. Being Outside, Enjoying the land.","More free public River Access, Easy Rules Wisconsin & Minnesota have more public River Access & better fishing. (Loved it there!) Love fishing!","I like that your doing surveys! and I do think its easier to fish I you don't have to remember all the Rules. I wish there were more River fishing spots open to Public. you used to able to fish all over (under bridges) but now all Rivers aren't open like he used to be. You can get tresspassing tickets now, you have to pay for everywhere now, and no Access like before. Should be able to go fish a River without having to pay to get to River Bank. Theres Nothing Free any more?! My Mother hated Fish because wen She was young that ate Fish alot cuz it was free (she had 12 Kids in Her family.) my mom was the oldest. than her dad died. All Kids went to orphanage in Lincoln, she joined Service to get out of it. Couple of her older brothers ran away. to not go to rphanage we have a picture of all the Kids there sitting on front steps, found a mub puppy in Wi. Haven't seen one since I was young! fun! (smiley face) Never Know What you will catch out of Rivers",2,8,2
355848,4,1, ,2, ,2, ,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,2,2,6,2,2,2,1,0,0, ,1,1,1,1,7,2,3,3,3,2,4,4,4,3,3,2,3,3,1,12,1,1,2,2,3,12,12,12,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,5, , ,5,5,5,5, ,5, , ,5, , , , , , , ,5, , ,5,1,2,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1
356605,4,1, ,2, ,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1, ,2,1,4,2,2, , ,1,2,2,2,2,12,3,2,3,3,3,2,3,2,3,4,4,4,3, , , , ,6,6,6,4, , ,5,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , , , , , , , , , ,1, , , , , , , , , , , ,2, , , , , , , ,4,3,4,5,3,4,3,2,1,3,4,3,4,2,3,5,5,3,3,3,3,1,5,3,3,4,3,3,3,3,2,5,2,3,2,4,3,4,4,3,3,3,3,4,3,2,1961,65,68406,A wide verity of type of fish you can fish for.,Maybe do something with smaller lakes with the moss around the edges so people like me that fish from the bank can fish more., ,2,8,1
358678,7,1, ,1,1,2,6, ,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2,1,1,3,1,1, , ,1,2,2,2,2,4,2,2,5,2,5,5,3,5,1,1,1,1,1,6,6,4,2,2,2,2,12,12,12,6,6,6,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , ,5,5,1,1,1,1,5, , , , , , , , , , , , , ,1,10,5, , ,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,5,3,1,3,5,5,2,5,3,5,4,5,5,1,2,2,3,5, ,1,5,4,4,4,1,5,4,5,3,4,2,3,2,2002,24,68136,Ease of access,"More brushing Projects in aging lakes, Texas shdren./unicer state program for WAE, MVE, LMB SMB, stock fewer larger fish instead of more fingerlings, stop killing lakes for carp and mussels, SD has them and doesn't manage, but their fishing is drasticallybetter than here.",- follov the iowa or SD fisheries model.,2,8,2
358730,4,1, ,1,2,2, ,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4,4,2,2,1, , ,1,2,2,2,2, ,4,3,4,4,3,3,4,3,4,4,3,3,3,12,12,12,12,6,6,6,6,6,12,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1, , , , , ,5,5, ,5,5, , , , , , , , , , , , ,5,2,0,6,6,6,6,6,6,5,5,5,3,3,5,3,5,1,5,1,5,1,1, ,5,5,1,4,3,3,3,4,4,4,4,4,4,3,4,2,3,1,4,5,1,4,1,1,3,5,4,4,3,4,2,1989,37,68620,We camp alot with my 4 kids. We all enjoy fishing for the fun of it. We do not keep anything but do it purely for fun.,Would like to see a better public dock on lewis & Clark lake,Parks & Ponds we visited this summer were great!,2,8,2
359858,4,1, ,2, ,2, ,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,6,2,5,2,1, , ,1,2,2,2,2,14,1,4,3,3,3,5,4,5,2,3,1,3,5,3,3,3,3,4,5,5,1,1,1,3,3,3,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , ,5, , ,5, , , , ,5,5,5, , , , , , , , , ,1,15,1,1,1,1,6,6,5,5,5,2,4,5,4,5,1,5,2,5,4,2,5,5,5,5,5,1,4,1,3,1,1,3,1,3,3,3,4,5,1,3,3,5,5,1,5,3,3,5,4,3,5,2,1994,32,68521,I know the spots and times to best avoid encountering Game and Parks Officials,"I can get in trouble for breaking some dumb rule, like not registering a KAYAK!!! But there will be a billion immigrants on the bank, keeping every fish they catch.", ,1,3,1
361310,4,1, ,2, ,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,2,1,3,1,1, , ,1,2,2,2,2,9,4,1,5,5,4,4,3,1,3,2,2,2,1,9,9,9,9,9,9,9,9,9,9,3,5,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , , , , , ,2,2, , , , , , , , , , , , , , ,1,6,1,1,2,1,1,2,3,3,3,3,1,3,1,3,1,3,5,1,2,1,3,2,4,3,3,5,3,3,2,5,5,3,5,4,4,4,2,2,2,3,2,2,3,5,3,3,2,1,3,3,2,2,1979,47,69101,It’s Nebraska,Keep up the good work, ,1,6,1
361380,21,2,1, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,1,3,4,3,3,1,3,3,2,2,1,3,2,3,1,5,5,1,4,4,5,5,4,5,5,5,5,2,2,2,2,5,2,2,2,2,4,4,2,2,3,2,1,1956,70,68434, , , ,2,8,2
361752, ,1, ,2, ,2, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, ,1,1,1,2,1, , ,1,2,2,2,2, ,4,3,4,4,4,3,3,2,3,4,3,2,3, , , , , , ,1, , , ,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,5,5,5,5,5,5, , , ,5, , ,5, , , , , , , , ,2, , , , , , , ,4,4,4,4,4,4,3,2,1,3,2,2,1, ,4,3,4,3,3,4,3,2,5,2,2,5,4,3,3,5,4,3,2, ,3,2,4,3,4,3,4,3,3,3,2,2,1957,69,68466,It's Relaxing. Quiet, , ,2,8,2
361914,3,1, ,1, ,1, ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,3,3,2,2,1, , ,1,2,2,2,2, ,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,2,3,3,4,3,1,12,3,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,5, ,5, , , , , , , , , , , , , , , , , ,2, , , , , , , ,3,3,3,3,3,3,3,3,1,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4, ,3,3,3,3,3,3,3,3,3,3,1,1958,68,68310, , , ,2,8,2
361925,26,2,1, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,4,3,1,4,1,4,1,1,2,4,1,1,4,1,3,3,3,3,3,5,4,5,5,3,5,5,4,4,3,2,1,3,5,2,1,4,5,4,4,1,2,1,3,1,1962,64,69101,"Being outdoors. Breathing in fresh clean air. Catching and eating trout, walleye, or perch. I catch and release any other fish I catch.",None., ,1,7,1
362065,21,1, ,2,2,1, ,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,3,3,1,2,1, , ,1,2,2,2,2,23, , , , , , , , , , , , , , , , ,1,1,2,1, , , ,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , ,1, , , , , ,1,1, , , , , , , , , , ,2, ,1,1,1,6,6,6,5,5,5,5,5,5,3,3,1,3,5,5,5,1,3,5,5,5,5,2,1,2,5,1,1,5,2,3,4,5,2,3,5,5,5,1,1,5,2,5,3,2,4,4,2,1,1948,78,68947,Everything!!,More handicap accessible areas - very hard to fish if handicapped.,Just need more handicap areas - daughter has electric wheelchair and very few places and husband is 100% blind - hard to find right places to fish.,2,8,1
362214,4, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5,1,5,1,5,5,5,1,1,5,5,5,1,1,5,1,5,1,5,5,1,5,5,5,5,2,3,1,2,5,3,4,5,4,3,3,2,2,3,3,1,1978,48,68443,I enjoy fishing anywhere!,No suggestions, ,1,6,2
362309,13,1, ,1,1,2, ,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,1,6,3,1,2,1, , ,1,2,2,2,2, ,3,3,4,3,3,4,2,3,3,2,3,2,4,6,4,4,12,12,3,4,2,4,3,6,6,6,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1, , , ,4,4,3,3,3,2, , ,5, , , , ,5, , , , , , ,1,15,3,4,2,4,3,2,3,3,4,4,2,3,2,3,1,3,3,2,2,2,2,3,3,3,4,2,3,3,4,4,2,2,4,4,4,3,4,3,1,3,4,4,4,4,3,3,3,4,3,3,4,2,1953,73,51104, , , ,2,8,1
362358,4,2,1,2,2,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,2, , , , , , ,1, , , , ,23,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,6,6,6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1945,81,68521,I like the idea of fishing and I support it when buying my license. To be honest I havent been fishing for about 6 years. I allways have the intent of going but something seems to come up., ,I made my comments on inside page near the bottom,2,8,1
362713,24,1, ,2, ,2, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2, , ,1,2,1, , ,1,2,2,2,1,20,5,3,3,3,3,3,3,1,3,3,3,3,1,12,12,12,12,12,1,12,12,12,12, , , ,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , ,5, , , ,2, , , , , , , ,2,2,2,1,2,1,5,1,1,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1948,78,68770,Filling out questionaires about it.,Don't include me.,I'll send this in.,2,8,2
363892,6,1, ,2, ,2, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,1,1,1,2,2, , ,1,2,2,2,2,9,4,1,2,3,3,3,1,1,5,5,5,5,1, , , , ,3,4, , , , ,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,4, ,4,4,5,5,4,4,4,5,4,5,4,4,5,5,5,3,2, , , , , , , ,4,4,5,5,5,5,5,1,1,5,5,5,3,5, ,3,5,1,5,5,5,5,5,5,5,5,5,5,5,4,2,2,1,1,4,5,5,3,1,5,5,5,1,1,3,2,1957,69,69044,"At swanson I do great when I fish, plus its nice to let my dog run, pet peeve, Boaters parking where I'm fishing and people not picking up after themselves, pulling fishingline off of animals, those people need to be fined especially at swanson, a beautifl lake to enjoy",Just keep lakes stocked patrol more even in off peak month Let's do better every one,"Like I said elimate lazy people who leave trash, for other people to pick up I'm going to start writing Lic Plate Numbers also stop by more to check passes and fishing licenses, too many get away with it park manager at swanson does good job, also fix roas better, and grade roads more, for a greater experience.",2,8,1
364369,5,2,7, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,3,3,3,3,1,1,3,3,3,3,2,3,4,4,4,3,3,3,2,4,4,1,2,5,4,4,3,4,3,4,3,3,4,4,3,3,3,3,3,3,4,2,1976,50,69347, ,Walgreen Lake need water in it and I would probably start fishing more. that is the reason I did not fish in the 24 & 25 season.,Do something about Walgren Lake south of hay springs. Use to fish all the time til it dried up.,2,8,2
364750,3,1, ,2, ,1, ,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, ,4,4,1,2,1, , ,1,2,2,2,2,4,5,2,4,4,4,2,2,1,3,3,4,4,3,12,12,12,12,4,3,12,12,12,12,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2, , , , , , , ,5,5,5,5,5,5,4,3,1,5,2,1,2,3,4,5,5,2,4,3,4,4,2,4,4,2,4,4,4,4,5,4,2,5,5,2,3,2,4,2,3,3,4,2,4,2,1960,66,68601, , , ,2,8,2
